Date,SPX,UKX,DAX,GBPUSD,EURUSD
3/6/2008,1304.34,5766.4,6591.31,2.0092,1.538
3/7/2008,1293.37,5699.9,6513.99,2.0134,1.5355
3/10/2008,1273.37,5629.1,6448.08,2.0093,1.5344
3/11/2008,1320.65,5690.4,6524.57,2.0064,1.5338
3/12/2008,1308.77,5776.4,6599.37,2.027,1.5551
3/13/2008,1315.48,5692.4,6500.56,2.0335,1.5635
3/14/2008,1288.14,5631.7,6451.9,2.0202,1.5674
3/17/2008,1276.6,5414.4,6182.3,1.999,1.573
3/18/2008,1330.74,5605.8,6393.39,2.0064,1.5625
3/19/2008,1298.42,5545.6,6361.22,1.9843,1.5626
3/20/2008,1329.51,5495.2,6319.99,1.985,1.5428
3/25/2008,1352.99,5689.1,6524.71,2.0059,1.565
3/26/2008,1341.13,5660.4,6489.26,2.0088,1.5845
3/27/2008,1325.76,5717.5,6578.06,2.0073,1.5779
3/28/2008,1315.22,5692.9,6559.9,1.9944,1.5796
3/31/2008,1322.7,5702.1,6534.97,1.9837,1.5788
4/1/2008,1370.18,5852.6,6720.33,1.9759,1.5614
4/2/2008,1367.53,5915.9,6777.44,1.9874,1.5686
4/3/2008,1369.31,5891.3,6741.72,1.9968,1.5684
4/4/2008,1370.4,5947.1,6763.39,1.9933,1.5737
4/7/2008,1372.54,6014.8,6821.03,1.9883,1.5711
4/8/2008,1365.54,5990.2,6771.98,1.9697,1.5712
4/9/2008,1354.49,5983.9,6721.36,1.9758,1.5831
4/10/2008,1360.55,5965.1,6704.32,1.9707,1.5742
4/11/2008,1332.83,5895.5,6603.57,1.9691,1.5808
4/14/2008,1328.32,5831.6,6554.49,1.9784,1.5832
4/15/2008,1334.43,5906.9,6585.05,1.9626,1.579
4/16/2008,1364.71,6046.2,6702.84,1.9723,1.5948
4/17/2008,1365.56,5980.4,6681.81,1.9912,1.5908
4/18/2008,1390.33,6056.5,6843.08,1.9979,1.5818
4/21/2008,1388.17,6053,6786.55,1.9804,1.5912
4/22/2008,1375.94,6034.7,6728.3,1.9954,1.5991
4/23/2008,1379.93,6083.6,6795.03,1.9804,1.5889
4/24/2008,1388.82,6050.7,6821.32,1.974,1.5682
4/25/2008,1397.84,6091.4,6896.58,1.9858,1.563
4/28/2008,1396.37,6090.4,6925.33,1.9914,1.5657
4/29/2008,1390.94,6089.4,6885.34,1.9697,1.5572
4/30/2008,1385.59,6087.3,6948.82,1.9869,1.5622
5/2/2008,1413.9,6215.5,7043.23,1.9717,1.5424
5/6/2008,1418.26,6215.2,7017.1,1.9738,1.5533
5/7/2008,1392.57,6261,7076.25,1.9539,1.5392
5/8/2008,1397.68,6270.8,7071.9,1.9541,1.5393
5/9/2008,1388.28,6204.7,7003.17,1.9539,1.5482
5/12/2008,1403.58,6220.6,7035.95,1.9578,1.5553
5/13/2008,1403.04,6211.9,7060.19,1.9455,1.5474
5/14/2008,1408.66,6216,7083.24,1.9459,1.5474
5/15/2008,1423.57,6251.8,7081.05,1.9472,1.5448
5/16/2008,1425.35,6304.3,7156.55,1.9571,1.5577
5/19/2008,1426.63,6376.5,7225.94,1.9489,1.551
5/20/2008,1413.4,6191.6,7118.5,1.9683,1.5646
5/21/2008,1390.71,6198.1,7040.83,1.9732,1.5795
5/22/2008,1394.35,6181.6,7070.33,1.9804,1.5733
5/23/2008,1375.93,6087.3,6944.05,1.9798,1.5762
5/27/2008,1385.35,6058.5,6958.66,1.9763,1.5691
5/28/2008,1390.84,6069.6,7033.84,1.9813,1.5638
5/29/2008,1398.26,6068.1,7055.03,1.9766,1.5519
5/30/2008,1400.38,6053.5,7096.79,1.9823,1.5554
6/2/2008,1385.67,6007.6,7008.77,1.9671,1.5537
6/3/2008,1377.65,6057.7,7019.13,1.9634,1.5445
6/4/2008,1377.2,5970.1,6965.43,1.9557,1.544
6/5/2008,1404.05,5995.3,6941.83,1.9585,1.5593
6/6/2008,1360.68,5906.8,6803.81,1.9708,1.5778
6/9/2008,1361.76,5877.6,6815.63,1.9751,1.5646
6/10/2008,1358.44,5827.3,6771.1,1.9544,1.5467
6/11/2008,1335.49,5723.3,6650.26,1.9632,1.5552
6/12/2008,1339.87,5790.5,6714.52,1.9464,1.5439
6/13/2008,1360.03,5802.8,6765.32,1.9476,1.538
6/16/2008,1360.14,5794.6,6729.88,1.9632,1.5477
6/17/2008,1350.93,5861.9,6796.16,1.9568,1.5511
6/18/2008,1337.81,5756.9,6728.91,1.9599,1.5535
6/19/2008,1342.83,5708.4,6721.17,1.9723,1.5505
6/20/2008,1317.93,5620.8,6578.44,1.9761,1.5607
6/23/2008,1318,5667.2,6589.46,1.9655,1.5518
6/24/2008,1314.29,5634.7,6536.06,1.9709,1.5568
6/25/2008,1321.97,5666.1,6617.84,1.9751,1.5667
6/26/2008,1283.15,5518.2,6459.6,1.989,1.5757
6/27/2008,1278.38,5529.9,6421.91,1.995,1.5794
6/30/2008,1280,5625.9,6418.32,1.9923,1.5755
7/1/2008,1284.91,5479.9,6315.94,1.9949,1.5793
7/2/2008,1261.52,5426.3,6305.42,1.993,1.5882
7/3/2008,1262.9,5476.6,6353.74,1.9833,1.5703
7/7/2008,1252.31,5512.7,6395.75,1.9762,1.5726
7/8/2008,1273.7,5440.5,6304.41,1.9695,1.567
7/9/2008,1244.69,5529.6,6386.46,1.9832,1.5743
7/10/2008,1253.39,5406.8,6305,1.9779,1.5788
7/11/2008,1239.49,5261.6,6153.3,1.9888,1.5938
7/14/2008,1228.3,5300.4,6200.25,1.9951,1.5908
7/15/2008,1214.91,5171.9,6081.7,2.0059,1.5911
7/16/2008,1245.36,5150.6,6155.37,1.9991,1.5827
7/17/2008,1260.32,5286.3,6271.27,2.0038,1.5863
7/18/2008,1260.68,5376.4,6382.65,1.9989,1.5847
7/21/2008,1260,5404.3,6424.84,2.0033,1.5922
7/22/2008,1277,5364.1,6442.79,1.9917,1.5784
7/23/2008,1282.19,5449.9,6536.09,1.9995,1.5698
7/24/2008,1252.54,5362.3,6440.7,1.9869,1.5677
7/25/2008,1257.76,5352.6,6436.71,1.9916,1.5709
7/28/2008,1234.37,5312.6,6351.15,1.9939,1.5741
7/29/2008,1263.2,5319.2,6398.8,1.9788,1.5588
7/30/2008,1284.26,5420.7,6460.12,1.9817,1.5576
7/31/2008,1267.38,5411.9,6479.56,1.9841,1.5603
8/1/2008,1260.31,5354.7,6396.46,1.975,1.5564
8/4/2008,1249.01,5320.2,6349.81,1.9624,1.5576
8/5/2008,1284.88,5454.5,6518.7,1.9547,1.5454
8/6/2008,1289.19,5486.1,6561.39,1.9477,1.5408
8/7/2008,1266.07,5477.5,6543.49,1.9439,1.5325
8/8/2008,1296.32,5489.2,6561.65,1.9212,1.5005
8/11/2008,1305.32,5541.8,6609.63,1.9108,1.4909
8/12/2008,1289.59,5534.5,6585.87,1.8968,1.4926
8/13/2008,1285.83,5448.6,6422.19,1.8704,1.4919
8/14/2008,1292.93,5497.4,6442.21,1.8698,1.4826
8/15/2008,1298.2,5454.8,6446.02,1.8662,1.4687
8/18/2008,1278.6,5450.2,6432.88,1.8651,1.4694
8/19/2008,1266.69,5320.4,6282.43,1.867,1.4776
8/20/2008,1274.54,5371.8,6317.8,1.8621,1.4747
8/21/2008,1277.72,5370.2,6236.96,1.8782,1.4899
8/22/2008,1292.2,5505.6,6342.42,1.8527,1.4793
8/26/2008,1271.51,5470.7,6340.52,1.84,1.4653
8/27/2008,1281.66,5528.1,6321.03,1.8356,1.4727
8/28/2008,1300.68,5601.2,6420.54,1.8296,1.4706
8/29/2008,1282.83,5636.6,6422.3,1.8211,1.4673
9/2/2008,1277.58,5620.7,6518.47,1.7839,1.452
9/3/2008,1274.98,5499.7,6467.49,1.7768,1.4498
9/4/2008,1236.83,5362.1,6279.57,1.7685,1.4325
9/5/2008,1242.31,5240.7,6127.44,1.7661,1.4267
9/8/2008,1267.79,5446.3,6263.74,1.7581,1.4128
9/9/2008,1224.51,5415.6,6233.41,1.7607,1.4133
9/10/2008,1232.04,5366.2,6210.32,1.7531,1.3998
9/11/2008,1249.05,5318.4,6178.9,1.758,1.3998
9/12/2008,1251.7,5416.7,6234.89,1.7942,1.4224
9/15/2008,1192.7,5204.2,6064.16,1.8007,1.4243
9/16/2008,1213.59,5025.6,5965.17,1.7835,1.4129
9/17/2008,1156.39,4912.4,5860.98,1.8173,1.4326
9/18/2008,1206.51,4880,5863.42,1.8181,1.4348
9/19/2008,1255.08,5311.3,6189.53,1.8318,1.4466
9/22/2008,1207.09,5236.26,6107.75,1.8544,1.4774
9/23/2008,1188.22,5136.12,6068.53,1.8522,1.4648
9/24/2008,1185.87,5095.57,6052.87,1.8465,1.4621
9/25/2008,1209.18,5197.02,6173.03,1.8372,1.4609
9/26/2008,1213.01,5088.47,6063.5,1.8445,1.4614
9/29/2008,1106.39,4818.77,5807.08,1.8086,1.4435
9/30/2008,1166.36,4902.45,5831.02,1.7805,1.4092
10/1/2008,1161.06,4959.59,5806.33,1.7697,1.4009
10/2/2008,1114.28,4870.34,5660.63,1.7639,1.3819
10/3/2008,1099.23,4980.25,5797.03,1.7714,1.3772
10/6/2008,1056.89,4589.19,5387.01,1.7441,1.3499
10/7/2008,996.23,4605.22,5326.63,1.7455,1.3588
10/8/2008,984.94,4366.69,5013.62,1.7306,1.3654
10/9/2008,909.92,4313.8,4887,1.7097,1.3604
10/10/2008,899.22,3932.06,4544.31,1.7043,1.3409
10/13/2008,1003.35,4256.9,5062.45,1.7341,1.3581
10/14/2008,998.01,4394.21,5199.19,1.7395,1.3619
10/15/2008,907.84,4079.59,4861.63,1.7269,1.3499
10/16/2008,946.43,3861.39,4622.81,1.7304,1.3456
10/17/2008,940.55,4063.01,4781.33,1.7281,1.341
10/20/2008,985.4,4282.67,4835.01,1.7152,1.3344
10/21/2008,955.05,4229.73,4784.41,1.6706,1.3063
10/22/2008,896.78,4040.89,4571.07,1.6267,1.2855
10/23/2008,908.11,4087.83,4519.7,1.623,1.2934
10/24/2008,876.77,3883.36,4295.67,1.5897,1.2623
10/27/2008,848.92,3852.59,4334.64,1.5552,1.2493
10/28/2008,940.51,3926.38,4823.45,1.5901,1.2683
10/29/2008,930.09,4242.54,4808.69,1.6373,1.2963
10/30/2008,954.09,4291.65,4869.3,1.6451,1.2915
10/31/2008,968.75,4377.34,4987.97,1.6076,1.2726
11/3/2008,966.3,4443.28,5026.84,1.5819,1.2643
11/4/2008,1005.75,4639.5,5278.04,1.5956,1.2981
11/5/2008,952.77,4530.73,5166.87,1.591,1.2954
11/6/2008,904.88,4272.41,4813.57,1.5628,1.2715
11/7/2008,930.99,4364.96,4938.46,1.5643,1.2718
11/10/2008,919.21,4403.92,5025.53,1.5604,1.2748
11/11/2008,898.95,4246.69,4761.58,1.5384,1.2522
11/12/2008,852.3,4182.02,4620.8,1.4964,1.2505
11/13/2008,911.29,4169.21,4649.52,1.4841,1.2769
11/14/2008,873.29,4232.97,4710.24,1.474,1.2605
11/17/2008,850.75,4132.16,4557.27,1.4989,1.265
11/18/2008,859.12,4208.55,4579.47,1.4958,1.2618
11/19/2008,806.58,4005.68,4354.09,1.4952,1.2489
11/20/2008,752.44,3874.99,4220.2,1.4727,1.2453
11/21/2008,800.03,3780.96,4127.41,1.4925,1.2587
11/24/2008,851.81,4152.96,4554.33,1.5183,1.2953
11/25/2008,857.39,4171.25,4560.42,1.5472,1.3065
11/26/2008,887.68,4152.69,4560.5,1.5326,1.288
11/28/2008,896.24,4288.01,4669.44,1.5377,1.2691
12/1/2008,816.21,4065.49,4394.79,1.4884,1.2611
12/2/2008,848.81,4122.86,4531.79,1.492,1.2714
12/3/2008,870.74,4169.96,4567.24,1.4784,1.2717
12/4/2008,845.22,4163.61,4564.23,1.468,1.2777
12/5/2008,876.07,4049.37,4381.47,1.4685,1.2718
12/8/2008,909.7,4300.06,4715.88,1.4915,1.2963
12/9/2008,888.67,4381.26,4779.11,1.475,1.2927
12/10/2008,899.24,4367.28,4804.88,1.4785,1.3023
12/11/2008,873.59,4388.69,4767.2,1.5036,1.3352
12/12/2008,879.73,4280.35,4663.37,1.4944,1.3369
12/15/2008,868.57,4277.56,4654.82,1.5306,1.3688
12/16/2008,913.18,4309.08,4729.91,1.5581,1.4002
12/17/2008,904.42,4324.19,4708.38,1.5536,1.442
12/18/2008,885.28,4330.66,4756.4,1.5015,1.424
12/19/2008,887.88,4286.93,4696.7,1.492,1.3912
12/22/2008,871.63,4249.16,4639.02,1.4825,1.3944
12/23/2008,863.16,4255.98,4629.38,1.4724,1.3929
12/29/2008,869.42,4319.35,4704.86,1.4392,1.3927
12/30/2008,890.64,4392.68,4810.2,1.4409,1.4057
